id,authority,title,description,app_type,application_type,development_type,app_size,app_state,decision,start_date,decided_date,last_changed,address,postcode,lat,lng,link,status_class,site_area_ha
Torfaen/25/P/0599/HH,Torfaen,Installation of 10 roof mounted solar photovoltaic panels to the south east roof face,Installation of 10 roof mounted solar photovoltaic panels to the south east roof face,Full,,,Small,Undecided,,2025-09-30,None,2025-10-14T08:34:16.552055,21 Midsummer Road Pontrhydyrun Cwmbran Torfaen NP44 1FR,NP44 1FR,,,https://www.planit.org.uk/planapplic/Torfaen/25/P/0599/HH/,Pending,
EastSuffolk/DC/25/3738/LBC,East Suffolk,Listed Building Consent - 22 No. photovoltaic solar panels to the roof of existing residential outbuildings,Listed Building Consent - 22 No. photovoltaic solar panels to the roof of existing residential outbuildings,Heritage,,,Small,Undecided,,2025-09-30,None,2025-10-10T07:50:41.110688,Bridge Farm Woodbridge Road Grundisburgh Woodbridge Suffolk IP13 6UF,IP13 6UF,,,https://www.planit.org.uk/planapplic/EastSuffolk/DC/25/3738/LBC/,Pending,9.0
Broxbourne/07/25/0817/DRC,Broxbourne,Application for the approval of details reserved by condition no. 4 5 7 11 12 14 15 (Materials. Screen Fencing. Refuse Storage. Construct...,Application for the approval of details reserved by condition no. 4 5 7 11 12 14 15 (Materials. Screen Fencing. Refuse Storage. Construction Traffic Management Plan. Detailed Elevations. Biodiversity Enhancements. and Photovoltaic Cells) of planning ref.07/24/0773/F(Second floor extension to form additional 28 ensuite rooms and 4 kitchens across existing blocks A and B),None,,,Small,Undecided,,2025-09-30,None,2025-10-14T07:42:48.681009,11 Amwell Street Hoddesdon Hertfordshire EN11 8TP,EN11 8TP,,,https://www.planit.org.uk/planapplic/Broxbourne/07/25/0817/DRC/,Pending,
Stafford/25/41251/ESS,Stafford,Screening Opinion - Proposed 44MW Ground Mounted Solar Farm and associated infrastructure,Screening Opinion - Proposed 44MW Ground Mounted Solar Farm and associated infrastructure,Outline,,,Medium,Undecided,,2025-09-30,None,2025-10-14T08:30:02.855662,Land South Of Beechcliffe Lane Tittensor Stoke-On-Trent ST12 9HJ,ST12 9HJ,,,https://www.planit.org.uk/planapplic/Stafford/25/41251/ESS/,Pending,5.0
Teignbridge/21/00757/AMD3,Teignbridge,Non-Material Amendment (revision of drainage strategy incl replacing sedum roof with a single ply membrane and addition of solar panels) ...,Non-Material Amendment (revision of drainage strategy incl replacing sedum roof with a single ply membrane and addition of solar panels) to planning permission 21/00757/FUL - Demolition of garage and construction of new dwelling,Amendment,,,Small,Undecided,,2025-09-30,None,2025-10-14T08:32:44.926756,The Sea House Bishopsteignton Road Teignmouth TQ14 9AD,TQ14 9AD,,,https://www.planit.org.uk/planapplic/Teignbridge/21/00757/AMD3/,Pending,21.0
Redbridge/2776/25,Redbridge,"Demolish existing RAAC auditorium roof, ceiling and high level RAAC walls surrounding the auditorium roof. Demolition of several existing...","Demolish existing RAAC auditorium roof, ceiling and high level RAAC walls surrounding the auditorium roof. Demolition of several existing dome rooflights. Installation of a new insulated metal deck and weatherproof cap finish to the auditorium roof. Installation of a new standing seam metal cladding and insulated build up to the high level walls surrounding the auditorium roof. Installation of new auditorium ceiling. Installation of new Photovoltaic panels to the main theatre roof (summary)",Full,,,Small,Undecided,,2025-09-29,None,2025-10-14T08:18:59.572238,"Kenneth More Theatre, Oakfield Road, Ilford, IG1 1BT",IG1 1BT,,,https://www.planit.org.uk/planapplic/Redbridge/2776/25/,Pending,
Dumfries/25/1809/SCR,Dumfries,REQUEST FOR SCREENING OPINION UNDER THE TOWN AND COUNTRY PLANNING ENVIRONMENTAL IMPACT ASSESSMENT (SCOTLAND) REGULATIONS 2017 FOR ERECTIO...,"REQUEST FOR SCREENING OPINION UNDER THE TOWN AND COUNTRY PLANNING ENVIRONMENTAL IMPACT ASSESSMENT (SCOTLAND) REGULATIONS 2017 FOR ERECTION OF FREE RANGE POULTRY UNIT WITH ROOF MOUNTED SOLAR PANELS, SITING OF 3 FEED SILOS, FORMATION OF PARKING AND TURNING AREA AND LANDSCAPING",Outline,,,Medium,Undecided,,2025-09-29,None,2025-10-11T09:33:29.766003,Land South Of Little Sypland Kirkcudbright DG6 4XR,DG6 4XR,,,https://www.planit.org.uk/planapplic/Dumfries/25/1809/SCR/,Pending,
Wiltshire/PL/2025/07017,Wiltshire,Installation of 9kw roof mounted Solar panels with battery and inverter system to be positioned adjacent to garage. Erection of garden sh...,Installation of 9kw roof mounted Solar panels with battery and inverter system to be positioned adjacent to garage. Erection of garden shed and greenhouse in rear east garden area,Full,,,Small,Undecided,,2025-09-29,None,2025-10-08T08:44:56.998693,"Tremain House, Church Lane, Kington Langley, Chippenham, SN15 5NR",SN15 5NR,,,https://www.planit.org.uk/planapplic/Wiltshire/PL/2025/07017/,Pending,
Telford/TA/2025/1260,Telford,Notification for Prior Approval for the installation of 160no. 72kWp roof mounted solar panels,Notification for Prior Approval for the installation of 160no. 72kWp roof mounted solar panels,Outline,,,None,Undecided,,2025-09-29,None,2025-10-14T08:32:54.805172,"Former Abbey House, Whitechapel Way, Priorslee, Telford, Shropshire",TF2 9FN,,,https://www.planit.org.uk/planapplic/Telford/TA/2025/1260/,Pending,
Bexley/25/02022/PRIORP,Bexley,Prior Approval Notification for Installation of Solar Photovoltaics (PV) equipment on roof.,Prior Approval Notification for Installation of Solar Photovoltaics (PV) equipment on roof.,None,,,Small,Undecided,,2025-09-29,None,2025-10-04T08:03:05.203509,Jubilee Primary School Crowden Way London SE28 8JB,SE28 8JB,,,https://www.planit.org.uk/planapplic/Bexley/25/02022/PRIORP/,Pending,
Windsor/25/02547/FULL,Windsor,"Part single part two storey side/rear extension, 1no. front dormer, alterations to existing roof, new solar panels, new patio with steps ...","Part single part two storey side/rear extension, 1no. front dormer, alterations to existing roof, new solar panels, new patio with steps and alterations to fenestration following demolition of existing elements.",Full,,,Small,Undecided,,2025-09-29,None,2025-10-14T08:40:35.588688,39 Ouseley Road Wraysbury Staines TW19 5JB,TW19 5JB,,,https://www.planit.org.uk/planapplic/Windsor/25/02547/FULL/,Pending,320.0
BreconBeacons/25/24090/FUL,Brecon Beacons,Install roof mounted Solar PV on building 1 and 2.,Install roof mounted Solar PV on building 1 and 2.,Full,,,Small,Undecided,,2025-09-29,None,2025-10-13T07:37:20.351683,Storey Arms Outdoor Education Centre Libanus Brecon Powys LD3 8NL,LD3 8NL,,,https://www.planit.org.uk/planapplic/BreconBeacons/25/24090/FUL/,Pending,10.0
WestNorthamptonshire/2025/3874/PA,West Northamptonshire,"Determination as to whether prior approval is required (under Schedule 2, Part 14, Class J of the above Order) for installation 1564 No P...","Determination as to whether prior approval is required (under Schedule 2, Part 14, Class J of the above Order) for installation 1564 No PV Solar Panels",Outline,,,Small,Undecided,,2025-09-29,None,2025-10-13T08:48:30.931765,Wickes Northampton Distribution Centre 37 – 41 Salthouse Road Northampton NN4 7EX,NN4 7EX,,,https://www.planit.org.uk/planapplic/WestNorthamptonshire/2025/3874/PA/,Pending,
Bexley/25/02023/PRIORP,Bexley,Prior Approval Notification for the Installation of Solar Photovoltaics (PV) equipment on roof.,Prior Approval Notification for the Installation of Solar Photovoltaics (PV) equipment on roof.,None,,,Small,Undecided,,2025-09-29,None,2025-10-04T08:03:05.20505,Cornerstone School Halt Robin Road Belvedere Kent DA17 6DW,DA17 6DW,,,https://www.planit.org.uk/planapplic/Bexley/25/02023/PRIORP/,Pending,
Solihull/PL/2025/01824/MINFHO,Solihull,Installation of 8 solar panels on flat roof of new single storey rear extension with associated inverter and batteries mounted on east wa...,Installation of 8 solar panels on flat roof of new single storey rear extension with associated inverter and batteries mounted on east wall of extension.,Full,,,Small,Undecided,,2025-09-29,None,2025-10-11T12:41:26.292603,The Garden House Lavender Hall Lane Berkswell Solihull CV7 7BL,CV7 7BL,,,https://www.planit.org.uk/planapplic/Solihull/PL/2025/01824/MINFHO/,Pending,7.0
Ashford/NOT/2025/1797,Ashford,Prior approval for the installation of 45no Exiom N-Type matt black solar panels on the south-east facing roof.,Prior approval for the installation of 45no Exiom N-Type matt black solar panels on the south-east facing roof.,Outline,,,Small,Undecided,,2025-09-29,None,2025-10-11T07:39:53.414222,"Wye Village Hall, Bridge Street, Wye",None,,,https://www.planit.org.uk/planapplic/Ashford/NOT/2025/1797/,Pending,
Bexley/25/02025/PRIORP,Bexley,Prior Approval Notification for Installation of Solar Photovoltaics (PV) equipment on roof.,Prior Approval Notification for Installation of Solar Photovoltaics (PV) equipment on roof.,None,,,Small,Undecided,,2025-09-29,None,2025-10-04T08:03:05.196826,St Pauls Church Of England Primary School Slade Green Road Erith Kent DA8 2HX,DA8 2HX,,,https://www.planit.org.uk/planapplic/Bexley/25/02025/PRIORP/,Pending,
MiltonKeynes/PLN/2025/2042,Milton Keynes,Consultation on the adequacy of consultation on Development Consent Order (‘DCO’) application to the Secretary of State for Energy Securi...,"Consultation on the adequacy of consultation on Development Consent Order (‘DCO’) application to the Secretary of State for Energy Security and Net Zero under section 37 of the Planning Act 2008 (‘the Act’) for the construction, operation (including maintenance), and decommissioning of solar photovoltaic (‘PV’) development and energy storage, together with associated infrastructure and an underground cable connection to the National Grid East Claydon Substation",Outline,,,Small,Permitted,Advice Given,2025-09-29,2025-10-07,2025-10-14T08:13:28.587938,"Rosefield Solar Farm on Land South of Buckingham, close to the settlements of Steeple Claydon, East Claydon, Middle Claydon, Botolph Claydon and Calvert,, Buckingham",None,,,https://www.planit.org.uk/planapplic/MiltonKeynes/PLN/2025/2042/,Pending,
Bexley/25/02021/PRIORP,Bexley,Prior Approval Notification for Installation of Solar Photovoltaics (PV) equipment on roof.,Prior Approval Notification for Installation of Solar Photovoltaics (PV) equipment on roof.,None,,,Small,Undecided,,2025-09-29,None,2025-10-04T08:03:05.201169,Christ Church Of England Primary School Lesney Park Road Erith Kent DA8 3DG,DA8 3DG,,,https://www.planit.org.uk/planapplic/Bexley/25/02021/PRIORP/,Pending,
Solihull/PL/2025/01825/LBC,Solihull,Listed building consent for the installation of 8 solar panels on flat roof of new single storey rear extension with associated inverter ...,Listed building consent for the installation of 8 solar panels on flat roof of new single storey rear extension with associated inverter and batteries mounted on east wall of extension.,Heritage,,,Small,Undecided,,2025-09-29,None,2025-10-14T08:25:08.317004,The Garden House Lavender Hall Lane Berkswell Solihull CV7 7BL,CV7 7BL,,,https://www.planit.org.uk/planapplic/Solihull/PL/2025/01825/LBC/,Pending,7.0
Huntingdonshire/25/01889/HHFUL,Huntingdonshire,Erection of single storey side extension to dwelling following demolition of conservatory. Construction of endless pool and garden room. ...,"Erection of single storey side extension to dwelling following demolition of conservatory. Construction of endless pool and garden room. Installation of new floor, wall and roof insulation and installation of photovoltaic panels to rear roof slope.",Full,,,Small,Undecided,,2025-09-29,None,2025-10-14T08:06:32.49744,The Chapel Church Street Woodhurst Huntingdon PE28 3BN,PE28 3BN,,,https://www.planit.org.uk/planapplic/Huntingdonshire/25/01889/HHFUL/,Pending,
ECU/ECU00006263,Energy Consents Unit,Hybrid renewables development comprising solar PV and BESS with a total generating capacity greater than 50 MW.,Hybrid renewables development comprising solar PV and BESS with a total generating capacity greater than 50 MW.,Outline,,,Medium,None,,2025-09-29,None,2025-10-14T07:57:14.52699,Blackbraes Solar PV & BESS,None,,,https://www.planit.org.uk/planapplic/ECU/ECU00006263/,Pending,
Bexley/25/02024/PRIORP,Bexley,Prior Approval Notification for Installation of Solar Photovoltaics (PV) equipment on roof.,Prior Approval Notification for Installation of Solar Photovoltaics (PV) equipment on roof.,None,,,Small,Undecided,,2025-09-29,None,2025-10-10T07:34:47.363193,St Augustines County Primary School St Augustines Road Belvedere Kent DA17 5HP,DA17 5HP,,,https://www.planit.org.uk/planapplic/Bexley/25/02024/PRIORP/,Pending,
Snowdonia/NP5/71/451A,Snowdonia,Installation of solar panels on existing roof,Installation of solar panels on existing roof,Full,,,Small,Permitted,,2025-09-29,None,2025-10-14T08:24:51.593551,"Bryn Gwyn Caravan Park, Llanuwchllyn, LL23 7SU",LL23 7SU,,,https://www.planit.org.uk/planapplic/Snowdonia/NP5/71/451A/,Pending,
Midlothian/25/00515/CL,Midlothian,"Installation of solar panels and battery storage units, external wall insulation, replacement rain water goods and external grills (Propo...","Installation of solar panels and battery storage units, external wall insulation, replacement rain water goods and external grills (Proposed)",None,,,Small,Undecided,,2025-09-29,None,2025-10-10T08:17:33.905526,"83, 85, 85A and 85B Main Street Pathhead EH37 5PT",EH37 5PT,,,https://www.planit.org.uk/planapplic/Midlothian/25/00515/CL/,Pending,
Powys/25/1362/FUL,Powys,Change of use and alterations to existing building to form a combined use as farm storage / workshop together with business use / office ...,"Change of use and alterations to existing building to form a combined use as farm storage / workshop together with business use / office space (A2, B1 & B8 use), installation of sewage treatment plant (retrospective) and including reinstatement of solar panels to roof",Full,,,Small,Undecided,,2025-09-29,None,2025-10-10T08:31:26.119477,Barn/Block 3 At Mathrafal Meifod Powys SY22 6HT,SY22 6HT,,,https://www.planit.org.uk/planapplic/Powys/25/1362/FUL/,Pending,
Allerdale/FUL/2025/0152,Allerdale,"Change of use of land from paddock to residential including replacement dwelling and associated new access and planting, extension of gar...","Change of use of land from paddock to residential including replacement dwelling and associated new access and planting, extension of garden into adjacent paddock, and installation of solar panels and associated alterations to adjacent Storage Barn building.",Full,,,Small,Undecided,,2025-09-29,None,2025-10-14T07:30:30.131604,"Beech Dene, Kelsick Village, Abbeytown, CA7 4TL",CA7 4TL,,,https://www.planit.org.uk/planapplic/Allerdale/FUL/2025/0152/,Pending,
Allerdale/CLDP/2025/0011,Allerdale,Certificate of Lawfulness Proposed application for the installation of solar panels to the roof,Certificate of Lawfulness Proposed application for the installation of solar panels to the roof,Outline,,,Small,Permitted,,2025-09-29,2025-10-09,2025-10-14T07:30:30.15398,"Papcastle Village Hall, Papcastle, Cockermouth, CA13 0LA",CA13 0LA,,,https://www.planit.org.uk/planapplic/Allerdale/CLDP/2025/0011/,Pending,
Anglesey/HHP/2025/164,Anglesey,Cais llawn ar gyfer gosod 40 o baneli solar yn yr ardd yn / Full application for the installation of 40 solar panels within the garden at,Cais llawn ar gyfer gosod 40 o baneli solar yn yr ardd yn / Full application for the installation of 40 solar panels within the garden at,Full,,,Small,None,,2025-09-29,None,2025-10-14T07:30:38.827166,"Seren Bendigedig, Llangoed.",None,,,https://www.planit.org.uk/planapplic/Anglesey/HHP/2025/164/,Pending,
Spelthorne/25/01183/HOU,Spelthorne,"Erection of a first floor extension to create a habitable first floor with associated raising of roof ridge. Part single, part two-storey...","Erection of a first floor extension to create a habitable first floor with associated raising of roof ridge. Part single, part two-storey rear extension replacing existing conservatory, with first-floor walk out balcony. Two-storey gable end front porch extension. Erection of pitched roof above existing garage. Insertion of 2 no. dormers on front roof slope. New steps to the front, side and rear. Insertion of 4 no. solar panels on rear roof slope. Associated changes to fenestration.",Full,,,Small,Undecided,,2025-09-29,None,2025-10-14T08:29:55.896561,92 Thames Side Staines-upon-Thames TW18 2HF,TW18 2HF,,,https://www.planit.org.uk/planapplic/Spelthorne/25/01183/HOU/,Pending,
ScillyIsles/P/25/086/HH,Scilly Isles,PROPOSAL: Replacement of existing fencing at front of property with block wall and Solar motion activated lights.,PROPOSAL: Replacement of existing fencing at front of property with block wall and Solar motion activated lights.,Full,,,Small,None,,2025-09-29,None,2025-10-10T08:37:04.677797,"Gunner Rock, 7 Jackson's Hill, Hugh Town, St Mary's, Isles of Scilly, TR21 0JZ",TR21 0JZ,,,https://www.planit.org.uk/planapplic/ScillyIsles/P/25/086/HH/,Pending,
Bexley/25/02015/PRIORP,Bexley,Prior Approval Notification for Installation of Solar Photovoltaics (PV) equipment on roof.,Prior Approval Notification for Installation of Solar Photovoltaics (PV) equipment on roof.,None,,,Small,Undecided,,2025-09-29,None,2025-10-04T08:03:05.192318,Trinity Church Of England School Erith Road Belvedere Kent DA17 6HT,DA17 6HT,,,https://www.planit.org.uk/planapplic/Bexley/25/02015/PRIORP/,Pending,
NorthAyrshire/25/00449/PP,North Ayrshire,Erection of ground mounted solar panels,Erection of ground mounted solar panels,Full,,,Medium,Undecided,,2025-09-29,None,2025-10-14T08:15:39.660221,Noddsdale House Largs North Ayrshire KA30 8SL,KA30 8SL,,,https://www.planit.org.uk/planapplic/NorthAyrshire/25/00449/PP/,Pending,
Epsom/25/00845/FLH,Epsom and Ewell,"Two storey side and single storey rear extension following demolition of existing garage. Alterations to fenestration, installation of ai...","Two storey side and single storey rear extension following demolition of existing garage. Alterations to fenestration, installation of air conditioning and associated works incorporating solar panels to the rear roof slope.",Full,,,Small,Undecided,,2025-09-26,None,2025-10-14T07:58:07.083895,25 Edenfield Gardens Worcester Park Surrey KT4 7DU,KT4 7DU,,,https://www.planit.org.uk/planapplic/Epsom/25/00845/FLH/,Pending,
Gwynedd/C25/0697/20/DT,Gwynedd,Gosod 10 o baneli haul i ddrychiad blaen yn unig. Installation of 10 solar panels to the front elevation only.,Gosod 10 o baneli haul i ddrychiad blaen yn unig. Installation of 10 solar panels to the front elevation only.,Full,,,None,None,,2025-09-26,None,2025-10-08T08:06:57.967687,"45 Hen Gei Llechi, Y Felinheli, Gwynedd, LL56 4PD",LL56 4PD,,,https://www.planit.org.uk/planapplic/Gwynedd/C25/0697/20/DT/,Pending,
Reigate/25/01742/PAP14J,Reigate,Design & install Solar PV system,Design & install Solar PV system,Outline,,,Small,Undecided,,2025-09-26,None,2025-10-14T08:20:59.543206,East Surrey Hospital Canada Avenue Redhill Surrey RH1 5RH,RH1 5RH,,,https://www.planit.org.uk/planapplic/Reigate/25/01742/PAP14J/,Pending,
Islington/P2025/2722/FUL,Islington,Creation of roof terrace with erection of black metal balustrade on rear outrigger at 2F for access from top duplex flat. Replacement of ...,Creation of roof terrace with erection of black metal balustrade on rear outrigger at 2F for access from top duplex flat. Replacement of existing rear sash window at 2F with door to access proposed terrace. Reinstatement of main slate roof with new openings for 3 velux windows and solar panels. Replacement of juliette doors at first floor rear.,Full,,,Small,Undecided,,2025-09-26,None,2025-10-13T08:12:21.913945,"17, WESTBOURNE ROAD, LONDON, ISLINGTON, N7 8AN",N7 8AN,,,https://www.planit.org.uk/planapplic/Islington/P2025/2722/FUL/,Pending,
Exmoor/6/25/25/001,Exmoor,Lawful development certificate for the proposed installation of roof-mounted microgeneration solar photovoltaic equipment. Building erect...,Lawful development certificate for the proposed installation of roof-mounted microgeneration solar photovoltaic equipment. Building erected following prior notifications GDO 01/14 and GDO 13/09.,Outline,,,Small,Undecided,,2025-09-26,None,2025-10-14T07:58:26.595832,"YENWORTHY FARM, OARE, LYNTON, EX35 6NY",EX35 6NY,,,https://www.planit.org.uk/planapplic/Exmoor/6/25/25/001/,Pending,
Bath/25/03757/EFUL,Bath,"Erection of student accommodation providing 962 bed spaces with associated vehicular, pedestrian and cycle access, internal highways, car...","Erection of student accommodation providing 962 bed spaces with associated vehicular, pedestrian and cycle access, internal highways, car parking (including reconfiguration of an existing parking area), cycle parking, green and blue infrastructure (including drainage features and soft landscape planting), hard landscaping, boundary treatment, new and replacement external lighting, ancillary infrastructure (including storage, substations, pumping stations, photovoltaic panels, and internal and external plant), ground remodelling, and two padel courts.",Outline,,,Large,Undecided,,2025-09-26,None,2025-10-14T07:33:24.098176,"Eastern Sports Field, Sports Training Village, University Of Bath Campus, Claverton Down, Bath, Bath And North East Somerset,",None,,,https://www.planit.org.uk/planapplic/Bath/25/03757/EFUL/,Pending,6.0
BreconBeacons/25/24062/CPL,Brecon Beacons,As part of the Warm Powys scheme - 9.68kw (18-20 panels) Solar PV with an AC Coupled inverter and all ancillaries. Panels to be fitted on...,As part of the Warm Powys scheme - 9.68kw (18-20 panels) Solar PV with an AC Coupled inverter and all ancillaries. Panels to be fitted on east and west side of the roof.,Outline,,,Small,Undecided,,2025-09-26,None,2025-10-13T07:37:20.355132,Trederwen Bellfountain Road Llangenni Crickhowell Powys NP8 1TD,NP8 1TD,,,https://www.planit.org.uk/planapplic/BreconBeacons/25/24062/CPL/,Pending,
Medway/MC/25/1919,Medway,"Installation of photovoltaic solar panels to the roof of the house and garage, and a battery storage unit to the rear wall of the garage","Installation of photovoltaic solar panels to the roof of the house and garage, and a battery storage unit to the rear wall of the garage",Full,,,Small,None,,2025-09-26,None,2025-10-11T11:21:45.386196,1 Ringlet Road St Marys Island Chatham Medway ME4 3RG,ME4 3RG,,,https://www.planit.org.uk/planapplic/Medway/MC/25/1919/,Pending,4.0
Midlothian/25/00511/DPP,Midlothian,"Installation of solar panels and battery storage units, external wall insulation, replacement rain water goods and external grills","Installation of solar panels and battery storage units, external wall insulation, replacement rain water goods and external grills",Full,,,Medium,Undecided,,2025-09-26,None,2025-10-10T08:17:33.743393,6 Farmers Buildings Pathhead EH37 5PU,EH37 5PU,,,https://www.planit.org.uk/planapplic/Midlothian/25/00511/DPP/,Pending,
DorsetCouncil/P/FUL/2025/05715,Dorset,Installation of air source heat pumps and photovoltaic panels. Infill below existing lean-to to form store.,Installation of air source heat pumps and photovoltaic panels. Infill below existing lean-to to form store.,Full,,,Small,Undecided,,2025-09-26,None,2025-10-13T07:55:58.883186,The Old School Nursery West Street Shapwick DT11 9LB,DT11 9LB,,,https://www.planit.org.uk/planapplic/DorsetCouncil/P/FUL/2025/05715/,Pending,28.0
Windsor/25/02535/CONDIT,Windsor,Details required by Condition 13 (details of solar panels) of planning permission 24/00456/FULL for a Part demolition of existing element...,"Details required by Condition 13 (details of solar panels) of planning permission 24/00456/FULL for a Part demolition of existing elements, single storey extension with plant room to North West elevation, replacement external fire escape to South West elevation, single storey extension to North East / South East elevation, new balcony on North East elevation, three storey extension to South East elevation with replacement main entrance, alterations to fenestration, enlargement of existing patio, new cycle store and associated works.",Conditions,,,Small,Undecided,,2025-09-26,None,2025-10-14T08:40:35.411241,Cotton Hall House Eton College Eton Wick Road Eton Windsor SL4 6HA,SL4 6HA,,,https://www.planit.org.uk/planapplic/Windsor/25/02535/CONDIT/,Pending,
Ceredigion/A250717,Ceredigion,Extension to the rear of the farmhouse to be built in the location of existing porch which is to be demolished. Solar panels to roof of f...,Extension to the rear of the farmhouse to be built in the location of existing porch which is to be demolished. Solar panels to roof of farmhouse. New bore holes for water supply and possibly ground source heat pump. New septic tank.,Full,,,None,None,,2025-09-26,None,2025-10-04T08:39:13.376159,"Hafod Newydd, Tregaron, Ceredigion, SY25 6ES",SY25 6ES,,,https://www.planit.org.uk/planapplic/Ceredigion/A250717/,Pending,
Cairngorms/2025/0250/DET,Cairngorms,Install solar PV to roof of clubhouse with the addition of battery storage attached to the existing building,Install solar PV to roof of clubhouse with the addition of battery storage attached to the existing building,Full,,,Medium,Undecided,,2025-09-26,None,2025-10-07T07:43:52.575209,Tomintoul And Glenlivet Outdoor Bowling Club Lecht Drive Tomintoul Ballindalloch Moray AB37 9EH,AB37 9EH,,,https://www.planit.org.uk/planapplic/Cairngorms/2025/0250/DET/,Pending,
NorthHertfordshire/25/02486/FPH,North Hertfordshire,Erection of detached oak framed double garage and garden store with storage over to include solar panels and dormer window.,Erection of detached oak framed double garage and garden store with storage over to include solar panels and dormer window.,Full,,,Small,Undecided,,2025-09-26,None,2025-10-13T08:21:10.081127,Bury End Ashwell Road Hinxworth Baldock Hertfordshire SG7 5HT,SG7 5HT,,,https://www.planit.org.uk/planapplic/NorthHertfordshire/25/02486/FPH/,Pending,
Windsor/25/02533/FULL,Windsor,Replacement garage with new solar panels to west elevation.,Replacement garage with new solar panels to west elevation.,Full,,,Small,Undecided,,2025-09-26,None,2025-10-14T08:40:35.422424,7 The Crescent Maidenhead SL6 6AA,SL6 6AA,,,https://www.planit.org.uk/planapplic/Windsor/25/02533/FULL/,Pending,
EastCambridgeshire/25/01042/FUL,East Cambridgeshire,"Raised roof to create loft conversion, single storey extension to rear, solar panels, new windows and doors","Raised roof to create loft conversion, single storey extension to rear, solar panels, new windows and doors",Full,,,Small,Undecided,,2025-09-26,None,2025-10-14T07:55:47.02072,Hereward House 6A Main Street Wardy Hill Ely Cambridgeshire CB6 2DF,CB6 2DF,,,https://www.planit.org.uk/planapplic/EastCambridgeshire/25/01042/FUL/,Pending,
Ipswich/25/00659/FUL,Ipswich,Installation of solar panels on south-facing roof. New external condensers and grilles to provide necessary ventilation to clinical space...,Installation of solar panels on south-facing roof. New external condensers and grilles to provide necessary ventilation to clinical spaces on the lower ground floor. External alterations to the lower ground floor entrance door. New entrance gate to the car park.,Full,,,Small,Undecided,,2025-09-26,None,2025-10-14T08:07:02.959518,5 Ivry Street Ipswich Suffolk IP1 3QW,IP1 3QW,,,https://www.planit.org.uk/planapplic/Ipswich/25/00659/FUL/,Pending,
Cherwell/25/02535/NMA,Cherwell,Non-material amendments to 24/01366/F - Changes to the dormer dimensions and design; changes to window dimensions and position in relatio...,"Non-material amendments to 24/01366/F - Changes to the dormer dimensions and design; changes to window dimensions and position in relation to eaves; changes to the dimensions and design of the porch and door; changes to the roof shape and relationship to eaves (east elevation); removal of rear and south elevation dormers, roof overhang, balcony, relevant windows and doors; addition of solar panels; changes to windows, rooflights and doors on west and south elevations; increased height of flat roof and changes to the hard landscaping scheme to the front of the property",Amendment,,,Small,Undecided,,2025-09-26,None,2025-10-11T08:52:36.68292,Swere Villa Lower Street Barford St Michael OX15 0RH,OX15 0RH,,,https://www.planit.org.uk/planapplic/Cherwell/25/02535/NMA/,Pending,15.0
SouthCambs/25/03747/S73,South Cambridgeshire,S73 to vary condition 2 (approved plans) of planning permission 25/01179/S73 (S73 to vary conditions 2 (Approved plans) and 19 (Drainage)...,"S73 to vary condition 2 (approved plans) of planning permission 25/01179/S73 (S73 to vary conditions 2 (Approved plans) and 19 (Drainage) of planning permission 24/00414/FUL (Demolition of existing agricultural buildings and replacement with 4 dwellings, alterations and conversion of agricultural buildings to residential ancillary buildings, repairs and refurbishment of the Grade II listed farmhouse. Associated works and infrastructure) to demolish the existing Dovecote and rebuild on a similar footprint and amend the wording of condition 19) to allow for the installation of PV solar panels on plots 1, 2, 3 and 4 and associated works.",Conditions,,,Small,Undecided,,2025-09-26,None,2025-10-01T08:36:48.054297,Great Common Farm Broadway Bourn Cambridgeshire CB23 2TE,CB23 2TE,,,https://www.planit.org.uk/planapplic/SouthCambs/25/03747/S73/,Pending,
Reigate/24/01769/DET06,Reigate,Submission of tree protection details pursuant to condition 6 of permission 24/01769/F. Single storey rear extension to Horley Town Counc...,"Submission of tree protection details pursuant to condition 6 of permission 24/01769/F. Single storey rear extension to Horley Town Council office building together with works to upgrade existing building and facilities for both staff and external users hiring the main hall, revised vehicle and cycle parking arrangements, introduction of photovoltaics and fenestration changes.",Conditions,,,Small,Undecided,,2025-09-25,None,2025-10-10T08:34:40.897771,Horley Town Council The Albert Rooms 92 Albert Road Horley Surrey RH6 7HZ,RH6 7HZ,,,https://www.planit.org.uk/planapplic/Reigate/24/01769/DET06/,Pending,
SouthGloucestershire/P25/017/SCR,South Gloucestershire,Screening opinion for the installation of 6MW solar PV array.,Screening opinion for the installation of 6MW solar PV array.,Outline,,,Medium,Undecided,,2025-09-25,None,2025-10-14T08:26:59.009141,Land South-East Of Almondsbury And Adjoining The M5 South Gloucestershire,None,,,https://www.planit.org.uk/planapplic/SouthGloucestershire/P25/017/SCR/,Pending,
